TitleID,Description,ProductCode,Version,Region,CoverURL
00050000-10119F00 ,???? ,WUP-N-JATJ ,v0 ,JAP ,
00050000-10116400 ,???? ,WUP-N-HNAJ ,v114 ,JAP ,
00050000-10171100 ,???? ,WUP-N-FDAJ ,v0 ,JAP ,
00050000-1018B700 ,???? ,WUP-N-FD8J ,v0 ,JAP ,
00050000-1018B100 ,???? ,WUP-N-FD3J ,v0 ,JAP ,
00050000-10160400 ,???? ,WUP-N-FCPJ ,v0 ,JAP ,
00050000-1015F700 ,???? ,WUP-N-FCKJ ,v0 ,JAP ,
00050000-1015F600 ,???? ,WUP-N-FCJJ ,v0 ,JAP ,
00050000-10170E00 ,???? ,WUP-N-FC9J ,v0 ,JAP ,
00050000-10113E00 ,???? ,WUP-N-FALJ ,v0 ,JAP ,
00050000-1012E200 ,???? ,WUP-N-FA6J ,v0 ,JAP ,
00050000-1012A100 ,???? ,WUP-N-FA2J ,v0 ,JAP ,
00050000-101F3A00 ,???? ,WUP-N-BTXJ ,,JAP ,
00050000-101C9800 ,???? ,124,v0 ,JAP ,
00050000-10194F00 ,???? ??? ,WUP-N-MNUJ ,v0 ,JAP ,
00050000-1014C300 ,???? ???? ,WUP-N-WKEJ ,v0 ,JAP ,
00050000-1015FB00 ,???? ???? ,WUP-N-FCMJ ,v0 ,JAP ,
00050000-101F7200 ,???? ???? ,WUP-N-ADUJ ,,JAP ,
00050000-10142B00 ,???? ???? ,WUP-N-AA9J ,v16 ,JAP ,
00050000-10198600 ,???? ????? ,WUP-N-PB8J ,v0 ,JAP ,
00050000-10112400 ,???? ????? ,WUP-N-ASSJ ,v80 ,JAP ,
00050000-10112600 ,???? ????? ,WUP-N-ARMJ ,v0 ,JAP ,
00050000-101E4300 ,???? ????? ??????? ,WUP-N-AMPJ ,v16 ,JAP ,
00050000-101AD500 ,???? ????? 2 ,WUP-N-PCRJ ,v0 ,JAP ,
00050000-101C3E00 ,???? ????? 3 ,107,v0 ,JAP ,
00050000-101D1F00 ,???? ?????? ,WUP-N-DAYJ ,,JAP ,
00050000-10131F00 ,???? ??????? ,WUP-N-AYCJ ,v32 ,JAP ,
00050000-10135700 ,???? ??????? ,WUP-N-ASNJ ,v48 ,JAP ,
00050000-10140600 ,???? ??????? ,WUP-N-AGZJ ,,JAP ,
00050000-1014C800 ,???? ????4 ???? ???? ,WUP-N-ASBJ ,v16 ,JAP ,
00050000-10136500 ,???? 1&2 HD for Wii U ,WUP-N-ARYJ ,v0 ,JAP ,
00050000-101AEA00 ,???? 2 ,WUP-N-PCUJ ,v0 ,JAP ,
00050000-101C3B00 ,???? 3 ,WUP-N-PC6J ,,JAP ,
00050000-1018E300 ,???? R ,WUP-N-PBSJ ,v0 ,JAP ,
00050000-101D2C00 ,???? Ultra DX - ????? ,WUP-N-ATXJ ,v1 ,JAP ,
00050000-10179D00 ,????!???!????! ,98,v16 ,JAP ,
00050000-101C8600 ,????!???? ,WUP-N-DAVJ ,v0 ,JAP ,
00050000-1016A600 ,????!????????? ,WUP-N-WB6J ,v17 ,JAP ,
00050000-10182400 ,????!??????????? ??????????????! ,WUP-N-ACCJ ,v1 ,JAP ,
00050000-10160A00 ,????!???????????????????? ,WUP-N-FCRJ ,v0 ,JAP ,
00050000-101DFE00 ,????? ,WUP-N-WHLJ ,,JAP ,
00050000-101E2900 ,????? ,WUP-N-PPQJ ,,JAP ,
00050000-10163900 ,????? ,WUP-N-PPDJ ,v0 ,JAP ,
00050000-10163300 ,????? ,WUP-N-PPBJ ,v1 ,JAP ,
00050000-10187F00 ,????? ,WUP-N-PBLJ ,v0 ,JAP ,
00050000-10194800 ,????? ,WUP-N-MNMJ ,v0 ,JAP ,
00050000-10196A00 ,????? ,WUP-N-JEPJ ,v0 ,JAP ,
00050000-10190F00 ,????? ,WUP-N-JC8J ,v0 ,JAP ,
00050000-10186900 ,????? ,WUP-N-JC3J ,v0 ,JAP ,
00050000-1017F300 ,????? ,WUP-N-FDRJ ,v0 ,JAP ,
00050000-10174600 ,????? ,WUP-N-FDEJ ,v0 ,JAP ,
00050000-10171500 ,????? ,WUP-N-FDCJ ,v0 ,JAP ,
00050000-10171400 ,????? ,WUP-N-FDBJ ,v0 ,JAP ,
00050000-1015F300 ,????? ,WUP-N-FCHJ ,v0 ,JAP ,
00050000-10158600 ,????? ,WUP-N-FCBJ ,v0 ,JAP ,
00050000-10170A00 ,????? ,WUP-N-FC7J ,v0 ,JAP ,
00050000-10150700 ,????? ,WUP-N-FBVJ ,v0 ,JAP ,
00050000-10149E00 ,????? ,WUP-N-FBNJ ,v0 ,JAP ,
00050000-10119800 ,????? ,WUP-N-FAUJ ,v0 ,JAP ,
00050000-10119100 ,????? ,WUP-N-FARJ ,v0 ,JAP ,
00050000-10114400 ,????? ,WUP-N-FANJ ,v0 ,JAP ,
00050000-1012F300 ,????? ,WUP-N-FA8J ,v0 ,JAP ,
00050000-1017CD00 ,????? ,WUP-N-BWPJ ,v80 ,JAP ,
00050000-10185000 ,????? ,113,v16 ,JAP ,
00050000-1017F200 ,????? ,128,v0 ,JAP ,
00050000-101F7F00 ,????? -?????- ,WUP-N-BSXJ ,,JAP ,
00050000-101F7300 ,????? -???????????- ,WUP-N-BRYJ ,,JAP ,
00050000-10180400 ,????? ?? ,WUP-N-PBEJ ,v0 ,JAP ,
00050000-10177900 ,????? ?? ,WUP-N-FDJJ ,v0 ,JAP ,
00050000-1016D800 ,????? ?? ??? ,WUP-N-ACLJ ,v16 ,JAP ,
00050000-1018E900 ,????? ?? 2 ,WUP-N-PBUJ ,v0 ,JAP ,
00050000-10192D00 ,????? ?? 3 ,WUP-N-PBZJ ,v0 ,JAP ,
00050000-1019F100 ,????? ?? 4 ,WUP-N-PCAJ ,v0 ,JAP ,
00050000-1017A500 ,????? ??? ,WUP-N-PBAJ ,v0 ,JAP ,
00050000-10188100 ,????? ??? 2 ,WUP-N-PBPJ ,v0 ,JAP ,
00050000-10188400 ,????? ??? 3 ,WUP-N-PBQJ ,v0 ,JAP ,
00050000-10188700 ,????? ??? 3 BLACK ,WUP-N-PBRJ ,v0 ,JAP ,
00050000-10192A00 ,????? ??? 4 ?????? ????? ,WUP-N-PBYJ ,v0 ,JAP ,
00050000-10192700 ,????? ??? 4 ?????? ?????? ,WUP-N-PBXJ ,v0 ,JAP ,
00050000-101C3A00 ,????? ??? 4.5 ?????????? ,WUP-N-PC5J ,v0 ,JAP ,
00050000-1019F800 ,????? ??? 5 ??? ?? ???? ,WUP-N-PCCJ ,v0 ,JAP ,
00050000-1019F500 ,????? ??? 5 ??? ?? ???? ,WUP-N-PCBJ ,v0 ,JAP ,
00050000-101C0600 ,????? ??? 6 ??????? ,WUP-N-PC4J ,v0 ,JAP ,
00050000-101C0300 ,????? ??? 6 ???????? ,WUP-N-PC3J ,v0 ,JAP ,
00050000-10192000 ,????? ???! ,WUP-N-BT9J ,v0 ,JAP ,
00050000-10159400 ,????? ???? ,WUP-N-JCAJ ,v0 ,JAP ,
00050000-101DD500 ,????? ???? ,WUP-N-BEQJ ,,JAP ,
00050000-1015EB00 ,????? ???? ????! ?????????????? ,WUP-N-WHYJ ,v18 ,JAP ,
00050000-1015D700 ,????? ?????? ,WUP-N-PAFJ ,v0 ,JAP ,
00050000-10157000 ,????? ?????? ,WUP-N-PADJ ,v0 ,JAP ,
00050000-10176C00 ,????? ?????? ,WUP-N-PA6J ,v0 ,JAP ,
00050000-1019FC00 ,????? ?????? ,WUP-N-FENJ ,,JAP ,
00050000-1018BC00 ,????? ?????? ,WUP-N-FEBJ ,v0 ,JAP ,
00050000-1016F900 ,????? ??????? ,WUP-N-PAWJ ,v0 ,JAP ,
00050000-10142F00 ,????? ??????? ,WUP-N-APLJ ,v0 ,JAP ,
00050000-1020DE00 ,????? ??????? ,WUP-N-AL8J ,,JAP ,
00050000-10148000 ,????? ??????????? R ,WUP-N-AUNJ ,v16 ,JAP ,
00050000-101D3000 ,????? ????????????! ,WUP-N-BT3J ,v1 ,JAP ,
00050000-10161400 ,????? ?????????????? ,WUP-N-JCFJ ,v0 ,JAP ,
00050000-10145300 ,????? ????V2 ,WUP-N-AS8J ,v0 ,JAP ,
00050000-101C6100 ,????? & ???? amiibo????? ,WUP-N-AP5J ,,JAP ,
00050000-1017B600 ,????? ~?????????????~ ,WUP-N-BLTJ ,v1 ,JAP ,
00050000-101D2700 ,????? ~????????~ ,WUP-N-PDMJ ,,JAP ,
00050000-101A0C00 ,????? SPIRAL NEMESIS ,129,v0 ,JAP ,
00050000-10135600 ,????? THE CAVE ,WUP-N-WCVJ ,v0 ,JAP ,
00050000-10132200 ,????? Wii U?~???! ,WUP-N-AT5J ,v1 ,JAP ,
00050000-10112900 ,?????:???????? ???????????? ,WUP-N-ABTJ ,v0 ,JAP ,
00050000-10154600 ,?????:????????? ,WUP-N-AZEJ ,v16 ,JAP ,
00050000-101BA100 ,?????! ,WUP-N-AGAJ ,v1 ,JAP ,
00050000-101E2400 ,?????? ,WUP-N-PPKJ ,,JAP ,
00050000-1015C700 ,?????? ,WUP-N-PNUJ ,v0 ,JAP ,
00050000-1015B900 ,?????? ,WUP-N-PNEJ ,v0 ,JAP ,
00050000-1015B500 ,?????? ,WUP-N-PNAJ ,v0 ,JAP ,
00050000-1015CD00 ,?????? ,WUP-N-PN2J ,v0 ,JAP ,
00050000-101B9E00 ,?????? ,WUP-N-PCXJ ,v0 ,JAP ,
00050000-10168100 ,?????? ,WUP-N-MNAJ ,v1 ,JAP ,
00050000-101A7B00 ,?????? ,WUP-N-JDGJ ,v0 ,JAP ,
00050000-10141100 ,?????? ,WUP-N-JBQJ ,v0 ,JAP ,
00050000-10137300 ,?????? ,WUP-N-JBHJ ,v0 ,JAP ,
00050000-1012EC00 ,?????? ,WUP-N-JA4J ,v0 ,JAP ,
00050000-1012E900 ,?????? ,WUP-N-JA3J ,v0 ,JAP ,
00050000-101A0300 ,?????? ,WUP-N-FERJ ,v0 ,JAP ,
00050000-10192400 ,?????? ,WUP-N-FEHJ ,v1 ,JAP ,
00050000-10190B00 ,?????? ,WUP-N-FEGJ ,v0 ,JAP ,
00050000-10185F00 ,?????? ,WUP-N-FDYJ ,v0 ,JAP ,
00050000-1016B700 ,?????? ,WUP-N-FCZJ ,v0 ,JAP ,
00050000-1015EF00 ,?????? ,WUP-N-FCFJ ,v0 ,JAP ,
00050000-10149800 ,?????? ,WUP-N-FBLJ ,v0 ,JAP ,
00050000-1012FF00 ,?????? ,WUP-N-FBCJ ,v0 ,JAP ,
00050000-1012F900 ,?????? ,WUP-N-FBAJ ,v0 ,JAP ,
00050000-10129B00 ,?????? ,WUP-N-FAYJ ,v0 ,JAP ,
00050000-10119500 ,?????? ,WUP-N-FATJ ,v0 ,JAP ,
00050000-10119400 ,?????? ,WUP-N-FASJ ,v0 ,JAP ,
00050000-10108A00 ,?????? ,WUP-N-FAKJ ,v0 ,JAP ,
00050000-101E6C00 ,?????? ,WUP-N-DA8J ,,JAP ,
00050000-101D8C00 ,?????? ,WUP-N-ATZJ ,v0 ,JAP ,
00050000-10116600 ,?????? ,WUP-N-AH9J ,v17 ,JAP ,
00050000-101C0000 ,?????? ,97,v0 ,JAP ,
00050000-101A7600 ,?????? ,110,v0 ,JAP ,
00050000-1019FF00 ,?????? ,115,v0 ,JAP ,
00050000-10136400 ,?????? ?? ,WUP-N-WASJ ,v0 ,JAP ,
00050000-101A5500 ,?????? ??!?????? ,WUP-N-DAKJ ,v1 ,JAP ,
00050000-10151600 ,?????? ??? ,WUP-N-JB3J ,v0 ,JAP ,
00050000-1015DD00 ,?????? ????? ,WUP-N-PAHJ ,v0 ,JAP ,
00050000-10153900 ,?????? ????? ,WUP-N-FB8J ,v0 ,JAP ,
00050000-101B8B00 ,?????? ????? ,106,v0 ,JAP ,
00050000-10143400 ,?????? ????? HD ,WUP-N-BCZJ ,v0 ,JAP ,
00050000-10199A00 ,?????? ?????? ,WUP-N-NADJ ,v0 ,JAP ,
00050000-10107700 ,?????? ?????? ,WUP-N-FADJ ,v0 ,JAP ,
00050000-101C3600 ,?????? ?????? ,105,v0 ,JAP ,
00050000-10192200 ,?????? ??????! ,WUP-P-BRSJ ,v18 ,JAP ,
00050000-1015E300 ,?????? ??????? ,WUP-N-PAKJ ,v0 ,JAP ,
00050000-101BAE00 ,?????? ??????? ,WUP-N-NANJ ,,JAP ,
00050000-1015D200 ,?????? ???????? ,WUP-N-PN7J ,v0 ,JAP ,
00050000-1016F300 ,?????? ???????? ,WUP-N-PATJ ,v0 ,JAP ,
00050000-101B1200 ,?????? ????????? ,WUP-N-VAPJ ,v0 ,JAP ,
00050000-10109C00 ,?????? ????????? ,WUP-N-JAEJ ,v0 ,JAP ,
00050000-10199000 ,?????? ????????? ,WUP-N-AVXJ ,v16 ,JAP ,
00050000-10109700 ,?????? ?????????? ,WUP-N-JADJ ,v0 ,JAP ,
00050000-10170700 ,?????? ?????????? ,WUP-N-ABWJ ,v17 ,JAP ,
00050000-1019C800 ,?????? ??????????? HD ,WUP-N-AZAJ ,v82 ,JAP ,
00050000-10153E00 ,?????? ???2 ,WUP-N-JB5J ,v0 ,JAP ,
00050000-10159300 ,?????? ???3 ,WUP-N-JB9J ,v0 ,JAP ,
00050000-1020AA00 ,?????? '93 ,WUP-N-PPTJ ,,JAP ,
00050000-1015C900 ,?????? '94 ,WUP-N-PNWJ ,v0 ,JAP ,
00050000-1015FE00 ,?????? ~????????~ ,WUP-N-JCCJ ,v0 ,JAP ,
00050000-10169800 ,?????? ~?????~ ,WUP-N-PANJ ,v0 ,JAP ,
00050000-101C5900 ,?????? 3-in-1 ,WUP-N-ATYJ ,v0 ,JAP ,
00050000-101DA100 ,?????? 3on3 ,WUP-N-DA2J ,,JAP ,
00050000-10190100 ,?????? amiibo??????? ,WUP-P-AALJ ,v0 ,JAP ,
00050000-101D2B00 ,?????? AND CO. ,WUP-N-ATCJ ,v1 ,JAP ,
00050000-1016F700 ,?????? GBA??? ,WUP-N-PAVJ ,v0 ,JAP ,
00050000-1019D400 ,?????? Wii ,WUP-N-VADJ ,v0 ,JAP ,
00050000-1020E500 ,??????? ,WUP-P-AJMJ ,,JAP ,
00050000-101D9300 ,??????? ,WUP-N-WKNJ ,,JAP ,
00050000-10176600 ,??????? ,WUP-N-WG8J ,,JAP ,
00050000-101BC000 ,??????? ,WUP-N-WD9J ,,JAP ,
00050000-1015C400 ,??????? ,WUP-N-PNRJ ,v0 ,JAP ,
00050000-1015CF00 ,??????? ,WUP-N-PN4J ,v0 ,JAP ,
00050000-101D2500 ,??????? ,WUP-N-PDKJ ,,JAP ,
00050000-10194E00 ,??????? ,WUP-N-MNTJ ,v1 ,JAP ,
00050000-10178100 ,??????? ,WUP-N-JCRJ ,v0 ,JAP ,
00050000-10141F00 ,??????? ,WUP-N-JBWJ ,v0 ,JAP ,
00050000-10141400 ,??????? ,WUP-N-JBRJ ,v0 ,JAP ,
00050000-1012A700 ,??????? ,WUP-N-JAZJ ,v1 ,JAP ,
00050000-10119C00 ,??????? ,WUP-N-JASJ ,v0 ,JAP ,
00050000-10196400 ,??????? ,WUP-N-FEJJ ,v0 ,JAP ,
00050000-1017EE00 ,??????? ,WUP-N-FDMJ ,v0 ,JAP ,
00050000-10174A00 ,??????? ,WUP-N-FDGJ ,v0 ,JAP ,
00050000-1018B800 ,??????? ,WUP-N-FD9J ,v0 ,JAP ,
00050000-10160F00 ,??????? ,WUP-N-FCUJ ,v0 ,JAP ,
00050000-10160E00 ,??????? ,WUP-N-FCTJ ,v0 ,JAP ,
00050000-10160700 ,??????? ,WUP-N-FCQJ ,v0 ,JAP ,
00050000-10150400 ,??????? ,WUP-N-FBUJ ,v0 ,JAP ,
00050000-1014A400 ,??????? ,WUP-N-FBQJ ,v0 ,JAP ,
00050000-10139800 ,??????? ,WUP-N-FBKJ ,v0 ,JAP ,
00050000-10153600 ,??????? ,WUP-N-FB7J ,v0 ,JAP ,
00050000-10153000 ,??????? ,WUP-N-FB5J ,v0 ,JAP ,
00050000-1011AB00 ,??????? ,WUP-N-FAVJ ,v0 ,JAP ,
00050000-10107E00 ,??????? ,WUP-N-FAFJ ,v0 ,JAP ,
00050000-101CE300 ,??????? ,WUP-N-BNAJ ,v0 ,JAP ,
00050000-10112700 ,??????? ,WUP-N-ARBJ ,v0 ,JAP ,
00050000-1014F300 ,??????? ,WUP-N-APCJ ,v0 ,JAP ,
00050000-101A7900 ,??????? ,99,v0 ,JAP ,
00050000-10186200 ,??????? ,116,v0 ,JAP ,
00050000-10186B00 ,??????? ? ??? ,WUP-N-JC4J ,v0 ,JAP ,
00050000-10157C00 ,??????? ????? ,WUP-N-WGEJ ,v1 ,JAP ,
00050000-1014F400 ,??????? ????? ,WUP-N-WCKJ ,v0 ,JAP ,
00050000-1019CE00 ,??????? ????? ,WUP-N-VABJ ,v0 ,JAP ,
00050000-101D8B00 ,??????? ????? ,WUP-N-AP8J ,v0 ,JAP ,
00050000-10190700 ,??????? ?????? ,WUP-N-FECJ ,v0 ,JAP ,
00050000-1018B600 ,??????? ???????? ,WUP-N-FD7J ,v0 ,JAP ,
00050000-10113100 ,??????? ???????? ?????? ?????? ,WUP-N-ABHJ ,v16 ,JAP ,
00050000-101A5A00 ,??????? ????????? ,WUP-N-NAHJ ,v0 ,JAP ,
00050000-1F600900 ,??????? ????????? ,WUP-N-CNFJ ,,JAP ,
00050000-10144800 ,??????? ????????? ,WUP-N-ARKJ ,v17 ,JAP ,
00050000-101A5200 ,??????? ?????????? ,WUP-N-DAJJ ,v1 ,JAP ,
00050000-10188000 ,??????? ??????????? ,WUP-N-PBMJ ,v0 ,JAP ,
00050000-10113000 ,??????? 3 - ??? - ,WUP-P-AMEJ ,v16 ,JAP ,
00050000-10106100 ,??????? 3D???? ,WUP-N-ARDJ ,v1 ,JAP ,
00050000-101E9C00 ,???????:?????????? ,WUP-N-ACUJ ,,JAP ,
00050000-10176700 ,???????! ,WUP-N-WKMJ ,v0 ,JAP ,
00050000-101CAA00 ,???????!????VS???? ,WUP-N-WMMJ ,v0 ,JAP ,
00050000-101B3000 ,???????!(??????????2014 ?????) ,WUP-N-BMJJ ,v0 ,JAP ,
00050000-101A2600 ,???????? ,WUP-N-WKFJ ,v16 ,JAP ,
00050000-10157D00 ,???????? ,WUP-N-WBGJ ,v1 ,JAP ,
00050000-10163C00 ,???????? ,WUP-N-PPEJ ,v0 ,JAP ,
00050000-1015CB00 ,???????? ,WUP-N-PNYJ ,v0 ,JAP ,
00050000-1015C500 ,???????? ,WUP-N-PNSJ ,v0 ,JAP ,
00050000-1015D100 ,???????? ,WUP-N-PN6J ,v0 ,JAP ,
00050000-101A3200 ,???????? ,WUP-N-PCEJ ,v0 ,JAP ,
00050000-1017D100 ,???????? ,WUP-N-PBCJ ,v0 ,JAP ,
00050000-1017A200 ,???????? ,WUP-N-PA8J ,v0 ,JAP ,
00050000-101DA700 ,???????? ,WUP-N-NASJ ,,JAP ,
00050000-10199600 ,???????? ,WUP-N-NACJ ,v0 ,JAP ,
00050000-10194C00 ,???????? ,WUP-N-MNRJ ,,JAP ,
00050000-10194A00 ,???????? ,WUP-N-MNPJ ,v0 ,JAP ,
00050000-10168500 ,???????? ,WUP-N-MNEJ ,v0 ,JAP ,
00050000-10168300 ,???????? ,WUP-N-MNCJ ,v0 ,JAP ,
00050000-10171600 ,???????? ,WUP-N-JCHJ ,v0 ,JAP ,
00050000-10130900 ,???????? ,WUP-N-JA9J ,v0 ,JAP ,
00050000-1012ED00 ,???????? ,WUP-N-JA5J ,v0 ,JAP ,
00050000-1018BB00 ,???????? ,WUP-N-FEAJ ,v0 ,JAP ,
00050000-10174900 ,???????? ,WUP-N-FDFJ ,v0 ,JAP ,
00050000-10134000 ,???????? ,WUP-N-FBGJ ,v0 ,JAP ,
00050000-10151300 ,???????? ,WUP-N-FB3J ,v0 ,JAP ,
00050000-10114100 ,???????? ,WUP-N-FAMJ ,v1 ,JAP ,
00050000-10108700 ,???????? ,WUP-N-FAJJ ,v16 ,JAP ,
00050000-10108100 ,???????? ,WUP-N-FAGJ ,v0 ,JAP ,
00050000-10107B00 ,???????? ,WUP-N-FAEJ ,v0 ,JAP ,
00050000-10107200 ,???????? ,WUP-N-FACJ ,v0 ,JAP ,
00050000-1012DE00 ,???????? ,WUP-N-FA4J ,v0 ,JAP ,
00050000-10198B00 ,???????? ,WUP-N-DAFJ ,v0 ,JAP ,
00050000-1017BE00 ,???????? ,WUP-N-BXAJ ,v48 ,JAP ,
00050000-1014C000 ,???????? ,WUP-N-AWCJ ,v1 ,JAP ,
00050000-1014D900 ,???????? ,WUP-N-APTJ ,v32 ,JAP ,
00050000-101B5400 ,???????? ,114,v0 ,JAP ,
00050000-101A7100 ,???????? ,123,v0 ,JAP ,
00050000-101AFF00 ,???????? ?? ,WUP-N-AFXJ ,16,JAP ,
00050000-1016B300 ,???????? ?? ?? ,WUP-N-FCXJ ,v0 ,JAP ,
00050000-10201A00 ,???????? ?? ??????????+?????? ,WUP-N-BAEJ ,,JAP ,
00050000-101BEB00 ,???????? ??? ,WUP-N-BWFJ ,,JAP ,
00050000-101C4800 ,???????? ??? ,120,v0 ,JAP ,
00050000-101DCC00 ,???????? ??? ????? ,WUP-N-BWGJ ,,JAP ,
00050000-101A2800 ,???????? ??? HD ,WUP-N-ADGJ ,v1 ,JAP ,
00050000-101AC000 ,???????? ???? ,103,v0 ,JAP ,
00050000-101C4700 ,???????? ???? ,121,v0 ,JAP ,
00050000-10191F00 ,???????? ????? ,WUP-N-BSSJ ,v0 ,JAP ,
00050000-10114B00 ,???????? ??????? ,WUP-N-JALJ ,v0 ,JAP ,
00050000-10112800 ,???????? ??????? ,WUP-N-AS9J ,v48 ,JAP ,
00050000-10142D00 ,???????? ???????? ,WUP-P-AS7J ,v0 ,JAP ,
00050000-1018B400 ,???????? ?????????! ,WUP-N-FD6J ,v0 ,JAP ,
00050000-1017A400 ,???????? ??????GP ,WUP-N-PA9J ,v0 ,JAP ,
00050000-1016F100 ,???????? ~???? ?? ? ???~ ,WUP-N-PASJ ,v0 ,JAP ,
00050000-101A7D00 ,???????? DARIUS TWIN ,109,v0 ,JAP ,
00050000-10170B00 ,???????? The Revenge ,108,v0 ,JAP ,
00050000-10175E00 ,????????:??????????? ,WUP-N-WGSJ ,v1 ,JAP ,
00050000-10140700 ,????????:??(????)??? ,WUP-N-AJSJ ,v16 ,JAP ,
00050000-10195400 ,????????! ?????? ,WUP-N-MNZJ ,v0 ,JAP ,
00050000-10158C00 ,????????!?????? ,WUP-N-FCDJ ,v0 ,JAP ,
00050000-101FD200 ,????????? ,WUP-N-WMWJ ,,JAP ,
00050000-10154500 ,????????? ,WUP-N-WGBJ ,v1 ,JAP ,
00050000-1017CB00 ,????????? ,WUP-N-WABJ ,v0 ,JAP ,
00050000-101B0600 ,????????? ,WUP-N-VAKJ ,,JAP ,
00050000-1015C600 ,????????? ,WUP-N-PNTJ ,v0 ,JAP ,
00050000-1015B700 ,????????? ,WUP-N-PNCJ ,v0 ,JAP ,
00050000-101B9200 ,????????? ,WUP-N-PCWJ ,v0 ,JAP ,
00050000-1017A100 ,????????? ,WUP-N-PA7J ,v0 ,JAP ,
00050000-101BB100 ,????????? ,WUP-N-NAPJ ,,JAP ,
00050000-10195500 ,????????? ,WUP-N-MN2J ,v0 ,JAP ,
00050000-10191300 ,????????? ,WUP-N-JDBJ ,v0 ,JAP ,
00050000-10178200 ,????????? ,WUP-N-JCSJ ,v0 ,JAP ,
00050000-10189D00 ,????????? ,WUP-N-JC5J ,v0 ,JAP ,
00050000-10140D00 ,????????? ,WUP-N-JBNJ ,v0 ,JAP ,
00050000-10153D00 ,????????? ,WUP-N-JB4J ,v0 ,JAP ,
00050000-1014B300 ,????????? ,WUP-N-JB2J ,v0 ,JAP ,
